1497863790;-0.82334957;357.2
1497863800;-6.10812;357.2
1497863810;204.91360851000002;356.98500002000003
1497863820;0.0;357.09250001
1497863830;-1.786;357.2
1497863840;0.0;356.985000025
1497863850;23.25162136;356.77000005
1497863860;-292.36819999;357.2
1497863870;0.0;357.01375001875
1497863880;39.88147860000001;356.82750003750004
1497863890;0.0;356.808333375
1497863900;0.0;356.78916671250005
1497863910;-3.424992;356.77000005
1497863920;6106.027635300001;356.55094438862074
1497863930;57.34534317;356.01
1497863940;-200.61177102;356.77000004
1497863950;1521.48195201;356.01
1497863960;-210.45445434;356.00333333333333
1497863970;-6.47919999;355.99999999
1497863980;-145.64636399;355.99999999
1497863990;-1.4825294100000002;355.905
1497864000;-928.96986572;355.96199999600003
1497864010;-860.21053123;356.00333333333333
1497864020;-3840.95453331;355.97500047
1497864030;-72.34700147;355.95249999
1497864040;2.63344432;355.8053948044444
1497864050;0.0;355.7123896297222
1497864060;36.13092945;355.619384455
1497864070;-99.3596;356.0
1497864080;36.10356453;355.61938445199996
1497864090;0.0;355.61369219266663
1497864100;0.19799542;355.6079999333333
1497864110;-12.16218294;355.61938445
1497864120;988.4035137400001;355.4374911926667
1497864130;0.0;355.26205829175
1497864140;0.0;355.0866253908333
1497864150;0.0;354.9111924899167
1497864160;15067.540876860001;354.735759589
1497864170;-14614.50758803;354.66614993999997
1497864180;0.0;354.7616464007143
1497864190;-1035.1925910599998;354.8571428614286
1497864200;0.0;354.55010468404765
1497864210;525.0134786899999;354.2430665066667
1497864220;0.0;354.32871100361115
1497864230;0.0;354.4143555005556
1497864240;-819.37605649;354.4999999975
1497864250;0.0;354.61250000125005
1497864260;-1711.5942228099998;354.725000005
1497864270;193.12417095;354.065308818
1497864280;-4050.66086409;353.91531828666666
1497864290;1048.3704682799998;353.6676815685714
1497864300;-156.62650164000001;354.4999999966667
1497864310;0.0;354.49999999833335
1497864320;0.0;354.5
1497864330;0.0;354.80000001
1497864340;0.0;354.25915216333334
1497864350;0.0;354.80000001
1497864360;0.0;354.7000000066667
1497864370;0.0;354.6000000033333
1497864380;0.24815;354.5
1497864390;9227.4546587;353.51982378285715
1497864400;1.27153922;353.211433315
1497864410;0.0;353.6057166675
1497864420;720.0753219200001;354.00000002
1497864430;0.0;353.600000022
1497864440;17096.167435440002;353.200000024
1497864450;0.0;353.18637797636364
1497864460;0.0;353.17275592872727
1497864470;2.18984;353.15913388109095
1497864480;3559.47501484;353.1455118334546
1497864490;0.0;353.1318897858182
1497864500;1918.66972516;353.1182677381818
1497864510;1503.4835843199999;353.10464569054545
1497864520;-5003.1330939300005;353.0910236429091
1497864530;-6776.553319129999;353.07740159527276
1497864540;-73.90596271999999;353.0637795476364
1497864550;-20.798758330000002;353.0501575
1497864560;-420.909324;353.1
1497864570;-51.35699319;353.1
1497864580;-977.81530862;353.000063
1497864590;0.0;352.9415922325
1497864600;-26.6317576;352.883121465
1497864610;-28.869046;353.0
1497864620;-159.83222518;352.995
1497864630;-203.05504435999998;352.94169236
1497864640;-130.66064297;352.7345093945
1497864650;3180.0710037799995;352.52732642899997
1497864660;-3457.03367428;352.3201434635
1497864670;-62.1260999;352.112960498
1497864680;-620.5052092199999;351.9057775325
1497864690;-2061.0761825;352.74757707000003
1497864700;-735.23150399;352.6281099171428
1497864710;-7855.55271726;352.59999999714285
1497864720;-36874.90588548999;352.85800865
1497864730;-1239.63925199;352.9494286
1497864740;-1123.52297441;353.000189
1497864750;-18089.81165238;353.15502362125
1497864760;-3125.18918468;353.19999998799995
1497864770;-111.03591171000001;353.0668766566667
1497864780;-22100.518124280003;353.20000000333334
1497864790;302.44516;353.20000001
1497864800;-156.64455;353.3999999999999
1497864810;0.0;353.45333333333326
1497864820;0.0;353.50666666666666
1497864830;-151.37264806;353.56
1497864840;97.54998637;353.21000001
1497864850;-114.77244;354.4
1497864860;0.0;354.2392037033333
1497864870;0.0;354.07840740666666
1497864880;2444.30953599;353.91761111
1497864890;-4945.33978624;353.22
1497864900;0.08540153;353.22000003000005
1497864910;706.44000005;353.22000002000004
1497864920;480.23398066;353.22
1497864930;-146.55735926;353.69163889000004
1497864940;13054.678214140002;353.1527194825
1497864950;-609.4662584300002;353.0
1497864960;1156.2573556599998;352.615868595
1497864970;0.0;352.7999921475
1497864980;-35.31875051;352.9841157
1497864990;1.79646286;352.24762152
1497865000;194.05770938;352.24762153
1497865010;-94.04325922;353.15530637
1497865020;0.0;353.24607485250004
1497865030;0.0;353.336843335
1497865040;0.0;353.42761181750006
1497865050;-0.03535183;353.5183803000001
1497865060;-0.03535183;353.5183803000001
1497865070;0.0;353.5183803000001
1497865080;0.0;353.5183803000001
1497865090;0.0;353.5183803000001
1497865100;-6.52277116;353.5183803000001
1497865110;0.0;353.5183803000001
1497865120;47.91232133;353.5183803000001
1497865130;0.0;353.2035740175001
